EU418428.2|CDS_0087|EU418428.2|status=free-endolysin|endolysin|shared_by=10	1746ce02112f45ae6759d3c6add6514c	209	MobiDBLite	mobidb-lite	consensus disorder prediction	88	112	-	T	11-08-2026	-	-	-	-
EU418428.2|CDS_0087|EU418428.2|status=free-endolysin|endolysin|shared_by=10	1746ce02112f45ae6759d3c6add6514c	209	Pfam	PF08460	Bacterial SH3 domain	123	189	1.8E-18	T	11-08-2026	IPR003646	SH3-like domain, bacterial-type	-	-
EU418428.2|CDS_0087|EU418428.2|status=free-endolysin|endolysin|shared_by=10	1746ce02112f45ae6759d3c6add6514c	209	MobiDBLite	mobidb-lite	consensus disorder prediction	88	107	-	T	11-08-2026	-	-	-	-
EU418428.2|CDS_0087|EU418428.2|status=free-endolysin|endolysin|shared_by=10	1746ce02112f45ae6759d3c6add6514c	209	SMART	SM00287	sh3_bac_9	126	195	1.3E-4	T	11-08-2026	IPR003646	SH3-like domain, bacterial-type	-	-
EU418428.2|CDS_0087|EU418428.2|status=free-endolysin|endolysin|shared_by=10	1746ce02112f45ae6759d3c6add6514c	209	Gene3D	G3DSA:3.40.80.10	-	1	87	1.9E-17	T	11-08-2026	IPR036505	N-acetylmuramoyl-L-alanine amidase/PGRP domain superfamily	GO:0008745(InterPro)|GO:0009253(InterPro)	MetaCyc:PWY-7883|Reactome:R-BTA-6798695|Reactome:R-BTA-6803157|Reactome:R-DME-209171|Reactome:R-DME-209266|Reactome:R-DME-214397|Reactome:R-DME-214399|Reactome:R-DME-214411|Reactome:R-DME-214416|Reactome:R-DME-6798695|Reactome:R-DME-6803157|Reactome:R-HSA-6798695|Reactome:R-HSA-6803157|Reactome:R-MMU-6798695|Reactome:R-MMU-6803157|Reactome:R-RNO-6798695|Reactome:R-RNO-6803157
EU418428.2|CDS_0087|EU418428.2|status=free-endolysin|endolysin|shared_by=10	1746ce02112f45ae6759d3c6add6514c	209	SUPERFAMILY	SSF55846	N-acetylmuramoyl-L-alanine amidase-like	5	83	7.19E-6	T	11-08-2026	IPR036505	N-acetylmuramoyl-L-alanine amidase/PGRP domain superfamily	GO:0008745(InterPro)|GO:0009253(InterPro)	MetaCyc:PWY-7883|Reactome:R-BTA-6798695|Reactome:R-BTA-6803157|Reactome:R-DME-209171|Reactome:R-DME-209266|Reactome:R-DME-214397|Reactome:R-DME-214399|Reactome:R-DME-214411|Reactome:R-DME-214416|Reactome:R-DME-6798695|Reactome:R-DME-6803157|Reactome:R-HSA-6798695|Reactome:R-HSA-6803157|Reactome:R-MMU-6798695|Reactome:R-MMU-6803157|Reactome:R-RNO-6798695|Reactome:R-RNO-6803157
EU418428.2|CDS_0087|EU418428.2|status=free-endolysin|endolysin|shared_by=10	1746ce02112f45ae6759d3c6add6514c	209	FunFam	G3DSA:2.30.30.40:FF:000236	N-acetylmuramoyl-L-alanine amidase	104	209	5.8E-73	T	11-08-2026	-	-	-	-
EU418428.2|CDS_0087|EU418428.2|status=free-endolysin|endolysin|shared_by=10	1746ce02112f45ae6759d3c6add6514c	209	Gene3D	G3DSA:2.30.30.40	SH3 Domains	104	209	2.2E-34	T	11-08-2026	-	-	-	-
NC_007021.1|CDS_0030|NC_007021.1|status=vaph|tail	3468d65394bf0ee9eaa01d548dbbb97f	1269	MobiDBLite	mobidb-lite	consensus disorder prediction	1197	1208	-	T	11-08-2026	-	-	-	-
NC_007021.1|CDS_0030|NC_007021.1|status=vaph|tail	3468d65394bf0ee9eaa01d548dbbb97f	1269	MobiDBLite	mobidb-lite	consensus disorder prediction	1197	1223	-	T	11-08-2026	-	-	-	-
